DATE_ID,ORDER_ID,ORDER_DATE,MONTH_NUM,MONTH_NAME,QUARTER,YEAR_
2653,1447167298,7/3/18,7,Jul,3,2018
2654,1447260690,5/10/18,5,May,2,2018
2655,1447373437,7/13/18,7,Jul,3,2018
2656,1447305846,9/13/18,9,Sep,3,2018
2657,1447204324,11/9/18,11,Nov,4,2018
2658,1447167297,12/14/18,12,Dec,4,2018
2659,1447225333,1/2/18,1,Jan,1,2018
2660,1447174670,8/4/18,8,Aug,3,2018
2661,1447373465,8/1/18,8,Aug,3,2018
2662,1447373471,3/22/18,3,Mar,1,2018
2663,1447192316,1/7/18,1,Jan,1,2018
2664,1447278135,11/10/18,11,Nov,4,2018
2665,1447211344,6/12/18,6,Jun,2,2018
2666,1447199731,2/21/18,2,Feb,1,2018
2667,1447232868,12/28/18,12,Dec,4,2018
2668,1447232859,2/19/18,2,Feb,1,2018
2669,1447232858,11/18/18,11,Nov,4,2018
2670,1447281409,7/6/18,7,Jul,3,2018
2671,1447232857,8/18/18,8,Aug,3,2018
2672,1447196802,2/27/18,2,Feb,1,2018
2673,1447172425,10/8/18,10,Oct,4,2018
2674,1447258795,10/16/18,10,Oct,4,2018
2675,1447321357,4/26/18,4,Apr,2,2018
2676,1447205251,11/28/18,11,Nov,4,2018
2677,1447323836,3/24/18,3,Mar,1,2018
2678,1447321358,3/24/18,3,Mar,1,2018
2679,1447198767,11/11/18,11,Nov,4,2018
2680,1447355240,4/24/18,4,Apr,2,2018
2681,1447394120,11/25/18,11,Nov,4,2018
2682,1447398369,7/2/18,7,Jul,3,2018
2683,1447369711,12/9/18,12,Dec,4,2018
2684,1447325521,12/8/18,12,Dec,4,2018
2685,1447373164,4/9/18,4,Apr,2,2018
2686,1447159333,7/14/18,7,Jul,3,2018
2687,1447394118,1/9/18,1,Jan,1,2018
2688,1447282167,5/30/18,5,May,2,2018
2689,1447335482,8/23/18,8,Aug,3,2018
2690,1447398571,5/28/18,5,May,2,2018
2691,1447369707,9/1/18,9,Sep,3,2018
2692,1447194897,5/21/18,5,May,2,2018
2693,1447188643,7/16/18,7,Jul,3,2018
2694,1447159329,8/20/18,8,Aug,3,2018
2695,1447223366,6/15/18,6,Jun,2,2018
2696,1447282166,1/30/18,1,Jan,1,2018
2697,1447312526,6/25/18,6,Jun,2,2018
2698,1447325526,8/4/18,8,Aug,3,2018
2699,1447258833,12/3/18,12,Dec,4,2018
2700,1447282165,12/26/18,12,Dec,4,2018
2701,1447401975,8/24/18,8,Aug,3,2018
2702,1447334921,5/18/18,5,May,2,2018
2703,1447280999,4/13/18,4,Apr,2,2018
2704,1447401976,9/2/18,9,Sep,3,2018
2705,1447356013,8/30/18,8,Aug,3,2018
2706,1447281000,8/7/18,8,Aug,3,2018
2707,1447292183,7/25/18,7,Jul,3,2018
2708,1447215350,10/30/18,10,Oct,4,2018
2709,1447292184,8/22/18,8,Aug,3,2018
2710,1447141982,7/16/18,7,Jul,3,2018
2711,1447377764,3/9/18,3,Mar,1,2018
2712,1447367376,6/20/18,6,Jun,2,2018
2713,1447396244,7/7/18,7,Jul,3,2018
2714,1447292181,7/6/18,7,Jul,3,2018
2715,1447215349,12/6/18,12,Dec,4,2018
2716,1447292182,12/26/18,12,Dec,4,2018
2717,1447141981,3/30/18,3,Mar,1,2018
2718,1447377758,9/1/18,9,Sep,3,2018
2719,1447377759,8/5/18,8,Aug,3,2018
2720,1447356009,1/3/18,1,Jan,1,2018
2721,1447284946,1/17/18,1,Jan,1,2018
2722,1447369859,3/10/18,3,Mar,1,2018
2723,1447418575,7/24/18,7,Jul,3,2018
2724,1447173717,7/1/18,7,Jul,3,2018
2725,1447173718,4/5/18,4,Apr,2,2018
2726,1447373447,7/24/18,7,Jul,3,2018
2727,1447403035,9/2/18,9,Sep,3,2018
2728,1447172404,2/9/18,2,Feb,1,2018
2729,1447172393,3/5/18,3,Mar,1,2018
2730,1447258797,2/22/18,2,Feb,1,2018
2731,1447373390,1/10/18,1,Jan,1,2018
2732,1447296141,7/25/18,7,Jul,3,2018
2733,1447266824,11/15/18,11,Nov,4,2018
2734,1447389183,4/30/18,4,Apr,2,2018
2735,1447183408,6/27/18,6,Jun,2,2018
2736,1447373367,9/2/18,9,Sep,3,2018
2737,1447385816,9/7/18,9,Sep,3,2018
2738,1447283549,10/23/18,10,Oct,4,2018
2739,1447390881,7/31/18,7,Jul,3,2018
2740,1447405702,10/18/18,10,Oct,4,2018
2741,1447173727,5/6/18,5,May,2,2018
2742,1447195159,9/18/18,9,Sep,3,2018
2743,1447172400,5/29/18,5,May,2,2018
2744,1447195164,7/9/18,7,Jul,3,2018
2745,1447191813,12/25/18,12,Dec,4,2018
2746,1447265652,5/4/18,5,May,2,2018
2747,1447373401,2/2/18,2,Feb,1,2018
2748,1447165379,7/3/18,7,Jul,3,2018
2749,1447232844,3/19/18,3,Mar,1,2018
2750,1447172395,9/9/18,9,Sep,3,2018
2751,1447269532,12/25/18,12,Dec,4,2018
2752,1447232842,9/3/18,9,Sep,3,2018
2753,1447174705,9/8/18,9,Sep,3,2018
2754,1447261831,10/28/18,10,Oct,4,2018
2755,1447373422,11/4/18,11,Nov,4,2018
2756,1447267059,4/22/18,4,Apr,2,2018
2757,1447232843,8/22/18,8,Aug,3,2018
2758,1447173723,11/20/18,11,Nov,4,2018
2759,1447232855,5/8/18,5,May,2,2018
2760,1447373431,11/21/18,11,Nov,4,2018
2761,1447261845,9/12/18,9,Sep,3,2018
2762,1447232845,8/3/18,8,Aug,3,2018
2763,1447173726,2/28/18,2,Feb,1,2018
2764,1447236509,8/13/18,8,Aug,3,2018
2765,1447236510,2/22/18,2,Feb,1,2018
2766,1447330341,10/9/18,10,Oct,4,2018
2767,1447232867,10/10/18,10,Oct,4,2018
2768,1447373436,4/14/18,4,Apr,2,2018
2769,1447293118,6/3/18,6,Jun,2,2018
2770,1447212039,9/28/18,9,Sep,3,2018
2771,1447228785,3/7/18,3,Mar,1,2018
2772,1447167295,6/29/18,6,Jun,2,2018
2773,1447228786,1/26/18,1,Jan,1,2018
2774,1447283841,11/23/18,11,Nov,4,2018
2775,1447241520,1/29/18,1,Jan,1,2018
2776,1447283240,10/14/18,10,Oct,4,2018
2777,1447390905,4/5/18,4,Apr,2,2018
2778,1447390903,6/5/18,6,Jun,2,2018
2779,1447183419,5/31/18,5,May,2,2018
2780,1447183418,12/21/18,12,Dec,4,2018
2781,1447390904,11/20/18,11,Nov,4,2018
2782,1447390906,6/27/18,6,Jun,2,2018
2783,1447194400,10/16/18,10,Oct,4,2018
2784,1447283839,4/1/18,4,Apr,2,2018
2785,1447283840,5/2/18,5,May,2,2018
2786,1447305836,7/5/18,7,Jul,3,2018
2787,1447275662,4/16/18,4,Apr,2,2018
2788,1447281386,2/25/18,2,Feb,1,2018
2789,1447281385,7/4/18,7,Jul,3,2018
2790,1447163027,5/27/18,5,May,2,2018
2791,1447184519,10/14/18,10,Oct,4,2018
2792,1447216656,7/25/18,7,Jul,3,2018
2793,1447140260,6/28/18,6,Jun,2,2018
2794,1447400415,4/3/18,4,Apr,2,2018
2795,1447173729,6/29/18,6,Jun,2,2018
2796,1447373444,10/12/18,10,Oct,4,2018
2797,1447196660,10/17/18,10,Oct,4,2018
2798,1447140284,6/16/18,6,Jun,2,2018
2799,1447373443,4/6/18,4,Apr,2,2018
2800,1447172413,9/5/18,9,Sep,3,2018
2801,1447172423,4/21/18,4,Apr,2,2018
2802,1447140283,2/21/18,2,Feb,1,2018
2803,1447196687,7/7/18,7,Jul,3,2018
2804,1447375317,1/24/18,1,Jan,1,2018
2805,1447175873,2/10/18,2,Feb,1,2018
2806,1447173725,9/3/18,9,Sep,3,2018
2807,1447258701,3/3/18,3,Mar,1,2018
2808,1447172436,8/25/18,8,Aug,3,2018
2809,1447173724,1/20/18,1,Jan,1,2018
2810,1447313159,12/30/18,12,Dec,4,2018
2811,1447172417,12/9/18,12,Dec,4,2018
2812,1447204348,10/27/18,10,Oct,4,2018
2813,1447184523,2/25/18,2,Feb,1,2018
2814,1447418504,2/3/18,2,Feb,1,2018
2815,1447172428,6/4/18,6,Jun,2,2018
2816,1447172434,6/4/18,6,Jun,2,2018
2817,1447312219,9/7/18,9,Sep,3,2018
2818,1447235297,1/16/18,1,Jan,1,2018
2819,1447235301,3/16/18,3,Mar,1,2018
2820,1447235300,1/16/18,1,Jan,1,2018
2821,1447321402,12/28/18,12,Dec,4,2018
2822,1447172441,11/10/18,11,Nov,4,2018
2823,1447283718,3/8/18,3,Mar,1,2018
2824,1447283716,8/25/18,8,Aug,3,2018
2825,1447283713,8/6/18,8,Aug,3,2018
2826,1447283717,9/13/18,9,Sep,3,2018
2827,1447283715,10/21/18,10,Oct,4,2018
2828,1447283714,6/30/18,6,Jun,2,2018
2829,1447174214,10/12/18,10,Oct,4,2018
2830,1447167309,8/16/18,8,Aug,3,2018
2831,1447261180,12/6/18,12,Dec,4,2018
2832,1447215309,10/12/18,10,Oct,4,2018
2833,1447261179,4/28/18,4,Apr,2,2018
2834,1447193435,9/19/18,9,Sep,3,2018
2835,1447183514,1/8/18,1,Jan,1,2018
2836,1447158135,9/27/18,9,Sep,3,2018
2837,1447172426,7/1/18,7,Jul,3,2018
2838,1447184518,6/23/18,6,Jun,2,2018
2839,1447224369,7/11/18,7,Jul,3,2018
2840,1447172433,4/28/18,4,Apr,2,2018
2841,1447172419,4/11/18,4,Apr,2,2018
2842,1447235313,12/6/18,12,Dec,4,2018
2843,1447305845,12/8/18,12,Dec,4,2018
2844,1447313983,11/29/18,11,Nov,4,2018
2845,1447172383,12/20/18,12,Dec,4,2018
2846,1447205225,1/13/18,1,Jan,1,2018
2847,1447235314,4/26/18,4,Apr,2,2018
2848,1447184702,4/8/18,4,Apr,2,2018
2849,1447305825,8/26/18,8,Aug,3,2018
2850,1447215333,3/22/18,3,Mar,1,2018
2851,1447261182,5/23/18,5,May,2,2018
2852,1447258794,10/6/18,10,Oct,4,2018
2853,1447313158,12/30/18,12,Dec,4,2018
2854,1447172392,4/3/18,4,Apr,2,2018
2855,1447289700,5/4/18,5,May,2,2018
2856,1447289701,3/22/18,3,Mar,1,2018
2857,1447283106,1/22/18,1,Jan,1,2018
2858,1447283105,10/28/18,10,Oct,4,2018
2859,1447177813,9/14/18,9,Sep,3,2018
2860,1447170698,2/9/18,2,Feb,1,2018
2861,1447283239,2/13/18,2,Feb,1,2018
2862,1447172442,5/30/18,5,May,2,2018
2863,1447373467,10/25/18,10,Oct,4,2018
2864,1447198844,12/17/18,12,Dec,4,2018
2865,1447305009,6/23/18,6,Jun,2,2018
2866,1447247246,2/1/18,2,Feb,1,2018
2867,1447305008,11/4/18,11,Nov,4,2018
2868,1447305010,8/26/18,8,Aug,3,2018
2869,1447232865,8/16/18,8,Aug,3,2018
2870,1447173728,1/31/18,1,Jan,1,2018
2871,1447283237,9/23/18,9,Sep,3,2018
2872,1447283236,12/4/18,12,Dec,4,2018
2873,1447158137,1/2/18,1,Jan,1,2018
2874,1447283238,2/24/18,2,Feb,1,2018
2875,1447283235,10/20/18,10,Oct,4,2018
2876,1447173742,7/17/18,7,Jul,3,2018
2877,1447172421,7/27/18,7,Jul,3,2018
2878,1447266971,2/12/18,2,Feb,1,2018
2879,1447373468,8/16/18,8,Aug,3,2018
2880,1447260691,10/5/18,10,Oct,4,2018
2881,1447219875,5/2/18,5,May,2,2018
2882,1447158113,4/19/18,4,Apr,2,2018
2883,1447373474,10/17/18,10,Oct,4,2018
2884,1447423273,9/29/18,9,Sep,3,2018
2885,1447423272,10/15/18,10,Oct,4,2018
2886,1447423274,6/17/18,6,Jun,2,2018
2887,1447418035,6/23/18,6,Jun,2,2018
2888,1447172430,10/11/18,10,Oct,4,2018
2889,1447373435,7/23/18,7,Jul,3,2018
2890,1447219295,1/3/18,1,Jan,1,2018
2891,1447418037,11/28/18,11,Nov,4,2018
2892,1447289699,1/29/18,1,Jan,1,2018
2893,1447219294,9/3/18,9,Sep,3,2018
2894,1447266987,6/4/18,6,Jun,2,2018
2895,1447289697,6/16/18,6,Jun,2,2018
2896,1447266986,9/17/18,9,Sep,3,2018
2897,1447289698,8/12/18,8,Aug,3,2018
2898,1447172431,9/2/18,9,Sep,3,2018
2899,1447165391,1/5/18,1,Jan,1,2018
2900,1447172443,8/18/18,8,Aug,3,2018
2901,1447418039,11/21/18,11,Nov,4,2018
2902,1447418041,4/1/18,4,Apr,2,2018
2903,1447418036,5/24/18,5,May,2,2018
2904,1447418038,2/16/18,2,Feb,1,2018
2905,1447418034,9/7/18,9,Sep,3,2018
2906,1447418040,6/7/18,6,Jun,2,2018
2907,1447418033,6/26/18,6,Jun,2,2018
2908,1447219296,7/24/18,7,Jul,3,2018
2909,1447289696,12/31/18,12,Dec,4,2018
2910,1447418032,2/15/18,2,Feb,1,2018
2911,1447418031,3/29/18,3,Mar,1,2018
2912,1447165392,5/19/18,5,May,2,2018
2913,1447212591,12/7/18,12,Dec,4,2018
2914,1447173741,10/17/18,10,Oct,4,2018
2915,1447258826,3/27/18,3,Mar,1,2018
2916,1447212590,12/11/18,12,Dec,4,2018
2917,1447158127,9/14/18,9,Sep,3,2018
2918,1447167313,7/8/18,7,Jul,3,2018
2919,1447158138,6/22/18,6,Jun,2,2018
2920,1447158139,8/31/18,8,Aug,3,2018
2921,1447283838,7/17/18,7,Jul,3,2018
2922,1447236743,12/22/18,12,Dec,4,2018
2923,1447283837,9/23/18,9,Sep,3,2018
2924,1447236744,11/2/18,11,Nov,4,2018
2925,1447141881,1/15/18,1,Jan,1,2018
2926,1447236745,10/31/18,10,Oct,4,2018
2927,1447179095,7/21/18,7,Jul,3,2018
2928,1447199048,2/14/18,2,Feb,1,2018
2929,1447199047,10/17/18,10,Oct,4,2018
2930,1447165420,11/1/18,11,Nov,4,2018
2931,1447170695,3/3/18,3,Mar,1,2018
2932,1447158133,9/3/18,9,Sep,3,2018
2933,1447281373,9/11/18,9,Sep,3,2018
2934,1447373420,8/21/18,8,Aug,3,2018
2935,1447170697,1/9/18,1,Jan,1,2018
2936,1447274422,4/15/18,4,Apr,2,2018
2937,1447373404,8/1/18,8,Aug,3,2018
2938,1447400422,1/4/18,1,Jan,1,2018
2939,1447314015,5/27/18,5,May,2,2018
2940,1447172399,1/23/18,1,Jan,1,2018
2941,1447385932,12/30/18,12,Dec,4,2018
2942,1447373405,12/16/18,12,Dec,4,2018
2943,1447196800,7/31/18,7,Jul,3,2018
2944,1447411581,1/28/18,1,Jan,1,2018
2945,1447158134,7/30/18,7,Jul,3,2018
2946,1447274421,11/17/18,11,Nov,4,2018
2947,1447385931,7/8/18,7,Jul,3,2018
2948,1447172396,12/2/18,12,Dec,4,2018
2949,1447184525,12/31/18,12,Dec,4,2018
2950,1447184524,11/1/18,11,Nov,4,2018
2951,1447400363,1/9/18,1,Jan,1,2018
2952,1447170693,9/17/18,9,Sep,3,2018
2953,1447184701,6/28/18,6,Jun,2,2018
2954,1447373456,8/1/18,8,Aug,3,2018
2955,1447409568,7/2/18,7,Jul,3,2018
2956,1447189162,8/5/18,8,Aug,3,2018
2957,1447400260,9/11/18,9,Sep,3,2018
2958,1447410443,5/16/18,5,May,2,2018
2959,1447302863,1/20/18,1,Jan,1,2018
2960,1447311665,8/16/18,8,Aug,3,2018
2961,1447400292,7/4/18,7,Jul,3,2018
2962,1447154270,4/20/18,4,Apr,2,2018
2963,1447304573,7/1/18,7,Jul,3,2018
2964,1447187004,9/24/18,9,Sep,3,2018
2965,1447396711,11/10/18,11,Nov,4,2018
2966,1447232623,6/15/18,6,Jun,2,2018
2967,1447377250,3/6/18,3,Mar,1,2018
2968,1447183455,7/29/18,7,Jul,3,2018
2969,1447183464,1/3/18,1,Jan,1,2018
2970,1447275592,10/30/18,10,Oct,4,2018
2971,1447400294,5/31/18,5,May,2,2018
2972,1447207731,12/6/18,12,Dec,4,2018
2973,1447183456,6/13/18,6,Jun,2,2018
2974,1447232622,6/26/18,6,Jun,2,2018
2975,1447304574,2/28/18,2,Feb,1,2018
2976,1447141580,8/4/18,8,Aug,3,2018
2977,1447275593,7/6/18,7,Jul,3,2018
2978,1447207735,6/8/18,6,Jun,2,2018
2979,1447304572,1/13/18,1,Jan,1,2018
2980,1447207734,11/13/18,11,Nov,4,2018
2981,1447167186,9/26/18,9,Sep,3,2018
2982,1447137222,3/21/18,3,Mar,1,2018
2983,1447296079,6/21/18,6,Jun,2,2018
2984,1447207727,4/2/18,4,Apr,2,2018
2985,1447396705,3/5/18,3,Mar,1,2018
2986,1447207729,11/2/18,11,Nov,4,2018
2987,1447141578,10/12/18,10,Oct,4,2018
2988,1447396704,10/19/18,10,Oct,4,2018
2989,1447207728,11/29/18,11,Nov,4,2018
2990,1447296081,6/19/18,6,Jun,2,2018
2991,1447296080,11/14/18,11,Nov,4,2018
2992,1447227142,10/27/18,10,Oct,4,2018
2993,1447304764,12/8/18,12,Dec,4,2018
2994,1447231444,3/1/18,3,Mar,1,2018
2995,1447157929,10/12/18,10,Oct,4,2018
2996,1447227118,8/10/18,8,Aug,3,2018
2997,1447165525,7/31/18,7,Jul,3,2018
2998,1447293771,11/15/18,11,Nov,4,2018
2999,1447397000,8/30/18,8,Aug,3,2018
3000,1447191172,2/26/18,2,Feb,1,2018
3001,1447231441,12/11/18,12,Dec,4,2018
3002,1447167741,5/7/18,5,May,2,2018
3003,1447198598,3/14/18,3,Mar,1,2018
3004,1447311722,6/8/18,6,Jun,2,2018
3005,1447150409,10/29/18,10,Oct,4,2018
3006,1447276614,4/7/18,4,Apr,2,2018
3007,1447304581,2/12/18,2,Feb,1,2018
3008,1447240006,10/27/18,10,Oct,4,2018
3009,1447208891,10/7/18,10,Oct,4,2018
3010,1447150982,1/29/18,1,Jan,1,2018
3011,1447150981,8/23/18,8,Aug,3,2018
3012,1447208890,2/5/18,2,Feb,1,2018
3013,1447222744,9/9/18,9,Sep,3,2018
3014,1447157910,2/11/18,2,Feb,1,2018
3015,1447137209,1/21/18,1,Jan,1,2018
3016,1447177640,11/11/18,11,Nov,4,2018
3017,1447167720,12/20/18,12,Dec,4,2018
3018,1447271424,10/29/18,10,Oct,4,2018
3019,1447165524,9/3/18,9,Sep,3,2018
3020,1447329820,12/4/18,12,Dec,4,2018
3021,1447150983,2/20/18,2,Feb,1,2018
3022,1447177639,6/3/18,6,Jun,2,2018
3023,1447231443,1/27/18,1,Jan,1,2018
3024,1447237320,3/13/18,3,Mar,1,2018
3025,1447150998,1/1/18,1,Jan,1,2018
3026,1447304579,10/7/18,10,Oct,4,2018
3027,1447222737,9/26/18,9,Sep,3,2018
3028,1447232402,5/27/18,5,May,2,2018
3029,1447265730,3/18/18,3,Mar,1,2018
3030,1447137216,7/2/18,7,Jul,3,2018
3031,1447183466,8/28/18,8,Aug,3,2018
3032,1447250808,2/2/18,2,Feb,1,2018
3033,1447304543,4/5/18,4,Apr,2,2018
3034,1447146893,3/30/18,3,Mar,1,2018
3035,1447410895,3/2/18,3,Mar,1,2018
3036,1447196665,2/6/18,2,Feb,1,2018
3037,1447141513,11/4/18,11,Nov,4,2018
3038,1447410894,8/22/18,8,Aug,3,2018
3039,1447141510,1/12/18,1,Jan,1,2018
3040,1447266833,3/11/18,3,Mar,1,2018
3041,1447145368,1/19/18,1,Jan,1,2018
3042,1447207648,7/17/18,7,Jul,3,2018
3043,1447141512,12/4/18,12,Dec,4,2018
3044,1447183461,4/3/18,4,Apr,2,2018
3045,1447183462,8/2/18,8,Aug,3,2018
3046,1447167114,12/15/18,12,Dec,4,2018
3047,1447396713,2/6/18,2,Feb,1,2018
3048,1447232556,9/28/18,9,Sep,3,2018
3049,1447167113,4/3/18,4,Apr,2,2018
3050,1447266834,3/27/18,3,Mar,1,2018
3051,1447146892,10/6/18,10,Oct,4,2018
3052,1447304582,9/6/18,9,Sep,3,2018
3053,1447397001,9/9/18,9,Sep,3,2018
3054,1447304763,6/29/18,6,Jun,2,2018
3055,1447232401,6/27/18,6,Jun,2,2018
3056,1447377273,3/2/18,3,Mar,1,2018
3057,1447137210,5/30/18,5,May,2,2018
3058,1447167721,6/5/18,6,Jun,2,2018
3059,1447369624,11/9/18,11,Nov,4,2018
3060,1447150407,3/18/18,3,Mar,1,2018
3061,1447232564,9/14/18,9,Sep,3,2018
3062,1447193206,2/18/18,2,Feb,1,2018
3063,1447271423,7/27/18,7,Jul,3,2018
3064,1447232400,2/12/18,2,Feb,1,2018
3065,1447265731,2/16/18,2,Feb,1,2018
3066,1447137217,4/16/18,4,Apr,2,2018
3067,1447150408,1/22/18,1,Jan,1,2018
3068,1447157930,10/21/18,10,Oct,4,2018
3069,1447196812,4/27/18,4,Apr,2,2018
3070,1447196813,5/11/18,5,May,2,2018
3071,1447304762,6/13/18,6,Jun,2,2018
3072,1447399746,12/13/18,12,Dec,4,2018
3073,1447399745,5/14/18,5,May,2,2018
3074,1447304585,4/14/18,4,Apr,2,2018
3075,1447137211,7/10/18,7,Jul,3,2018
3076,1447208889,8/23/18,8,Aug,3,2018
3077,1447399744,5/11/18,5,May,2,2018
3078,1447271536,5/29/18,5,May,2,2018
3079,1447137221,12/21/18,12,Dec,4,2018
3080,1447214685,4/3/18,4,Apr,2,2018
3081,1447137215,8/24/18,8,Aug,3,2018
3082,1447196814,10/13/18,10,Oct,4,2018
3083,1447399743,6/5/18,6,Jun,2,2018
3084,1447220705,5/30/18,5,May,2,2018
3085,1447329821,5/8/18,5,May,2,2018
3086,1447296084,7/2/18,7,Jul,3,2018
3087,1447141579,12/19/18,12,Dec,4,2018
3088,1447396707,6/12/18,6,Jun,2,2018
3089,1447317140,4/13/18,4,Apr,2,2018
3090,1447317062,3/16/18,3,Mar,1,2018
3091,1447167716,4/3/18,4,Apr,2,2018
3092,1447293093,6/7/18,6,Jun,2,2018
3093,1447293094,2/15/18,2,Feb,1,2018
3094,1447167717,11/17/18,11,Nov,4,2018
3095,1447376808,7/18/18,7,Jul,3,2018
3096,1447167719,9/27/18,9,Sep,3,2018
3097,1447293096,11/15/18,11,Nov,4,2018
3098,1447167718,5/13/18,5,May,2,2018
3099,1447293095,8/21/18,8,Aug,3,2018
3100,1447376807,10/16/18,10,Oct,4,2018
3101,1447376806,10/31/18,10,Oct,4,2018
3102,1447150378,3/23/18,3,Mar,1,2018
3103,1447181114,2/8/18,2,Feb,1,2018
3104,1447243637,7/10/18,7,Jul,3,2018
3105,1447400908,4/2/18,4,Apr,2,2018
3106,1447243634,2/16/18,2,Feb,1,2018
3107,1447377497,4/4/18,4,Apr,2,2018
3108,1447181111,5/12/18,5,May,2,2018
3109,1447377500,8/10/18,8,Aug,3,2018
3110,1447181110,12/29/18,12,Dec,4,2018
3111,1447377496,3/3/18,3,Mar,1,2018
3112,1447243633,12/6/18,12,Dec,4,2018
3113,1447400907,5/10/18,5,May,2,2018
3114,1447243635,12/3/18,12,Dec,4,2018
3115,1447377498,3/15/18,3,Mar,1,2018
3116,1447181112,12/13/18,12,Dec,4,2018
3117,1447377501,1/12/18,1,Jan,1,2018
3118,1447400909,11/8/18,11,Nov,4,2018
3119,1447243630,12/8/18,12,Dec,4,2018
3120,1447243636,5/22/18,5,May,2,2018
3121,1447310199,2/14/18,2,Feb,1,2018
3122,1447181335,1/23/18,1,Jan,1,2018
3123,1447181113,6/25/18,6,Jun,2,2018
3124,1447377499,1/8/18,1,Jan,1,2018
3125,1447243631,6/24/18,6,Jun,2,2018
3126,1447400906,11/11/18,11,Nov,4,2018
3127,1447243632,10/14/18,10,Oct,4,2018
3128,1447307776,6/7/18,6,Jun,2,2018
3129,1447307777,9/20/18,9,Sep,3,2018
3130,1447336777,7/12/18,7,Jul,3,2018
3131,1447336776,9/1/18,9,Sep,3,2018
3132,1447146920,5/11/18,5,May,2,2018
3133,1447308931,8/27/18,8,Aug,3,2018
3134,1447308932,4/9/18,4,Apr,2,2018
3135,1447220931,1/8/18,1,Jan,1,2018
3136,1447367896,2/7/18,2,Feb,1,2018
3137,1447215328,5/11/18,5,May,2,2018
3138,1447158079,2/4/18,2,Feb,1,2018
3139,1447155211,12/25/18,12,Dec,4,2018
3140,1447289407,7/30/18,7,Jul,3,2018
3141,1447211451,7/22/18,7,Jul,3,2018
3142,1447212525,11/25/18,11,Nov,4,2018
3143,1447309552,2/8/18,2,Feb,1,2018
3144,1447305032,12/19/18,12,Dec,4,2018
3145,1447367890,5/11/18,5,May,2,2018
3146,1447158072,8/1/18,8,Aug,3,2018
3147,1447215330,11/2/18,11,Nov,4,2018
3148,1447312079,1/29/18,1,Jan,1,2018
3149,1447349624,10/29/18,10,Oct,4,2018
3150,1447208163,10/18/18,10,Oct,4,2018
3151,1447376345,12/19/18,12,Dec,4,2018
3152,1447178256,7/1/18,7,Jul,3,2018
3153,1447265597,7/30/18,7,Jul,3,2018
3154,1447158078,7/21/18,7,Jul,3,2018
3155,1447350385,12/15/18,12,Dec,4,2018
3156,1447208164,3/19/18,3,Mar,1,2018
3157,1447369957,5/12/18,5,May,2,2018
3158,1447339209,3/12/18,3,Mar,1,2018
3159,1447414931,8/12/18,8,Aug,3,2018
3160,1447336036,11/18/18,11,Nov,4,2018
3161,1447191440,2/26/18,2,Feb,1,2018
3162,1447332241,2/9/18,2,Feb,1,2018
3163,1447389079,3/23/18,3,Mar,1,2018
3164,1447273218,10/15/18,10,Oct,4,2018
3165,1447204143,8/13/18,8,Aug,3,2018
3166,1447146534,3/27/18,3,Mar,1,2018
3167,1447292369,11/13/18,11,Nov,4,2018
3168,1447220701,10/20/18,10,Oct,4,2018
3169,1447146540,2/1/18,2,Feb,1,2018
3170,1447146541,2/25/18,2,Feb,1,2018
3171,1447146532,4/4/18,4,Apr,2,2018
3172,1447288268,11/4/18,11,Nov,4,2018
3173,1447231116,1/22/18,1,Jan,1,2018
3174,1447348192,7/26/18,7,Jul,3,2018
3175,1447215331,10/2/18,10,Oct,4,2018
3176,1447371475,4/3/18,4,Apr,2,2018
3177,1447306673,6/16/18,6,Jun,2,2018
3178,1447189278,1/10/18,1,Jan,1,2018
3179,1447308059,1/10/18,1,Jan,1,2018
3180,1447167521,8/8/18,8,Aug,3,2018
3181,1447229528,2/27/18,2,Feb,1,2018
3182,1447206340,5/13/18,5,May,2,2018
3183,1447313947,2/6/18,2,Feb,1,2018
3184,1447152531,4/22/18,4,Apr,2,2018
3185,1447357557,5/14/18,5,May,2,2018
3186,1447146545,1/12/18,1,Jan,1,2018
3187,1447336038,5/28/18,5,May,2,2018
3188,1447350388,7/13/18,7,Jul,3,2018
3189,1447391471,12/12/18,12,Dec,4,2018
3190,1447178255,7/18/18,7,Jul,3,2018
3191,1447317900,12/26/18,12,Dec,4,2018
3192,1447373536,3/19/18,3,Mar,1,2018
3193,1447350387,12/20/18,12,Dec,4,2018
3194,1447258863,11/7/18,11,Nov,4,2018
3195,1447158077,1/29/18,1,Jan,1,2018
3196,1447149329,8/13/18,8,Aug,3,2018
3197,1447327214,7/18/18,7,Jul,3,2018
3198,1447373937,12/24/18,12,Dec,4,2018
3199,1447165544,7/15/18,7,Jul,3,2018
3200,1447297464,10/7/18,10,Oct,4,2018
3201,1447149331,11/19/18,11,Nov,4,2018
3202,1447403073,5/4/18,5,May,2,2018
3203,1447397711,8/28/18,8,Aug,3,2018
3204,1447388472,5/17/18,5,May,2,2018
3205,1447205158,12/11/18,12,Dec,4,2018
3206,1447395393,7/1/18,7,Jul,3,2018
3207,1447167153,8/5/18,8,Aug,3,2018
3208,1447179540,8/25/18,8,Aug,3,2018
3209,1447179598,3/21/18,3,Mar,1,2018
3210,1447327576,2/7/18,2,Feb,1,2018
3211,1447325845,6/5/18,6,Jun,2,2018
3212,1447251709,9/26/18,9,Sep,3,2018
3213,1447410744,2/9/18,2,Feb,1,2018
